Mode,Time,Freq,time2delay,actualDelay,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,North-Pos,East-Pos,Down-Pos,Yaw-Ang,North-Vel,East-Vel,Down-Vel,Yaw-Vel,North-Acc,East-Acc,Down-Acc,North-Raw,East-Raw,Down-Raw,Yaw-Raw,North-Dif,East-Dif,Down-Dif,Yaw-Dif,Landing-State,Q-Size,Kalman-Time,Kalman-Dt
STABILIZE,0.034314632415771484,29.150188343549754,0.033309253056844075,0.03343701362609863,0.0,0.0,0.0,1.4324390121227102,-0.08717562536757681,12.58208698424548,-0.016623350627444928,0.017515300081062894,0.02523754437191598,0.4,0.050361904417422776,0.050621641353570786,0.06074939276885338,0.05047508874383196,-0.14426895650103688,0.08051887270994484,1.7921369522809982,-0.17626751900373888,0.503917783498764,-1.5253384597599506,25.450649857521057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.08715176582336426,0.034925048828125
STABILIZE,0.06796574592590332,29.716277586878743,0.032369407018025716,0.032796621322631836,0.0,0.0,0.0,1.4338327976002159,-0.08712941486897344,12.584603055180983,-0.008626316234919103,0.01016484848200157,0.03603282896601757,0.4,0.07247691686239291,0.07236756426715983,0.0932580794205202,0.07206565793203513,0.1335382228717208,-0.03095456340815872,1.8432628363370895,-0.04842088855803314,4.377415776252747,0.1430085627362132,26.188600063323975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.1158299446105957,0.034923828125
STABILIZE,0.10888671875,24.43734669502141,0.032488139470418294,0.0401301383972168,0.0,0.0,0.0,1.4337678040813948,-0.08666891070852649,12.585775286397286,-0.007323862913349935,0.009674552682874477,0.04580193965673433,0.4,0.09307446406240133,0.0910947351201322,0.12449512705132881,0.09160387931346867,0.4763458389788866,0.043684631236828864,1.5712345018982887,0.2600236208355194,4.35638502240181,-1.5915533527731895,25.08493661880493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.1445310115814209,0.02993603515625
STABILIZE,0.1426081657409668,29.655346979177715,0.03253939946492513,0.03290057182312012,0.0,0.0,0.0,1.4323669749713077,-0.0850402307565958,12.58794984787429,-0.006805517536529129,0.00982910305115575,0.052602141386154475,0.4,0.10803391391180225,0.10350195917499296,0.14981596912200132,0.10520428277230895,0.4763458389788866,0.043684631236828864,1.5712345018982887,0.2600236208355194,4.35638502240181,-1.5915533527731895,25.08493661880493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.1732769012451172,0.02993603515625
STABILIZE,0.17606902122497559,29.88694518273609,0.03248599370320638,0.032648563385009766,0.0,0.0,0.0,1.4327809484680338,-0.08486734159322984,12.589165621546552,-0.0063594769202487585,0.009007483889439795,0.05829062548850858,0.4,0.11841140044728321,0.11334680717916232,0.1751582333748583,0.11658125097701716,-0.10591498576104641,-0.08478754898533225,1.6286512836813927,0.13630312167464223,-2.3743778467178345,0.15351991169154644,26.892632246017456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0.20251870155334473,0.03516064453125
STABILIZE,0.21040582656860352,29.12326845763406,0.0325200875600179,0.03350424766540527,0.0,0.0,0.0,1.4328318547216916,-0.08433896242790588,12.59181061230264,-0.011758095724895081,0.014110195398307046,0.07117496166865327,0.4,0.14247016292773074,0.13922446053152054,0.24734597558517082,0.14234992333730653,-0.11861621169373393,-0.07632271735928953,2.0573537796735764,-0.03684006603149182,1.73648651689291,-1.837334968149662,24.14303570985794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2593507766723633,0.02494580078125
STABILIZE,0.24393844604492188,29.82319271325877,0.03248408635457357,0.03261876106262207,0.0,0.0,0.0,1.4337093205866267,-0.08365039398220397,12.59359158412872,-0.005136917866856084,0.006882599806012642,0.07232103083494189,0.4,0.14181650821548109,0.14209226897002603,0.26839231548538306,0.14464206166988378,-0.32784496434032917,0.10717475088313222,1.958560012280941,0.026776532676471808,-10.594607889652252,2.309572696685791,19.568145275115967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.2880408763885498,0.034925048828125
STABILIZE,0.27727651596069336,29.992305822118617,0.0323822816212972,0.03250455856323242,0.0,0.0,0.0,1.4348041785662387,-0.08294869876669095,12.594971282341064,-0.006688915853533187,0.011024977329730816,0.07652062652213885,0.4,0.15313831319592763,0.149375688169629,0.3010047489235677,0.1530412530442777,0.518736382946372,0.04285603063181043,1.8624044954776764,0.15202727102085617,2.4502594023942947,0.2897402737289667,23.138320446014404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.3167150020599365,0.034925048828125
STABILIZE,0.3107438087463379,29.88077054599339,0.032517464955647786,0.03263044357299805,0.0,0.0,0.0,1.4352422711684714,-0.08313108616187144,12.597043390980515,-0.006468867641740964,0.009150882264220648,0.08034369715142836,0.4,0.15746947798686153,0.155336857809564,0.33067014274573087,0.16068739430285672,-0.13326865155249834,0.0534197548404336,1.5894481912255287,0.2063823033020011,4.433996602892876,0.1292400760576129,18.463627994060516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.34586167335510254,0.0349248046875
STABILIZE,0.344210147857666,29.88140918320094,0.0324738343556722,0.03258943557739258,0.0,0.0,0.0,1.4341620340625516,-0.08365626367602196,12.6005319100991,-0.006337937203272586,0.009994806650982553,0.08432828917639873,0.4,0.16359889122429871,0.16034520236028146,0.35712453276314116,0.16865657835279746,0.19020502222701907,0.08320431807078421,1.3576947152614594,0.3404706027361345,7.620981335639954,2.1491218358278275,19.511015713214874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0.37409019470214844,0.029936279296875
