Mode,Time,Freq,North-Vision,East-Vision,Down-Vision,Yaw-Vision,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,northVraw,eastVraw,downVraw,yawVraw,zGyro
GUIDED_NOGPS,0.002981901168823242,338.30488788514276,30.49927490013592,-6.303940724708048,42.643624007869214,8.461288059959518,35.820780793521976,-8.24288050000277,40.83569215143878,0.6240790802191194,0.4254458666543358,18.237397385877767,2.0,-2.0,-7.0,0.49728810221535436,30.49927490013592,-6.303940724708048,42.643624007869214,-0.6236262172974137,5.729577951308232
GUIDED_NOGPS,0.024808168411254883,45.834378756420065,30.49927490013592,-6.303940724708048,42.643624007869214,10.470296939675258,35.820673593752595,-8.24285583178312,40.83571417385337,0.6276045784087567,0.41208729729826027,18.327002637599165,0.06983890980091423,-0.21296459763678205,-7.0,0.49728813524897625,30.49927490013592,-6.303940724708048,42.643624007869214,-0.6236262172974137,5.844169510334397
GUIDED_NOGPS,0.028394460678100586,279.34092574092574,30.87461917665934,-6.343278635856845,42.729647570873745,10.44300789839697,35.819931846228975,-8.242685144934232,40.83586744602746,0.6276045784087567,0.41208729729826027,18.327002637599165,0.02940283863412721,0.21478933280911855,-6.7279633800042475,0.4971593298127306,31.625307729706186,-6.421954458154438,42.901694696882814,-0.19556031226098147,5.557690612768986
GUIDED_NOGPS,0.06463217735290527,27.601187146702113,31.062291314921055,-6.362947591431244,42.77265935237601,10.316393961476242,35.81794463503415,-8.242227858854912,40.83628079273986,0.6951360461148479,0.34149387713159346,18.53167779381506,0.06576133714459823,-0.16958053568525136,-7.0,0.4970954321605458,31.625307729706186,-6.421954458154438,42.901694696882814,-0.19556031226098147,5.958761069360562
GUIDED_NOGPS,0.07316136360168457,117.43158719937284,31.177588155711693,-6.307963841406961,42.85711772980532,10.381710562276561,35.81412650517798,-8.241349251872018,40.837080409540675,0.751530143327293,0.25180196738510163,18.55923589956877,0.09278441586782069,-0.12941413947508493,-7.0,0.49696994401960304,31.63877551887423,-6.088028841309832,43.19495123952255,0.12540729871694922,5.844169510334397
GUIDED_NOGPS,0.10294365882873535,33.58882695880582,31.405488279459355,-6.264781464727318,42.96738317613598,10.288323335082431,35.807917111411975,-8.239920380427655,40.83838988057661,0.7688278642046147,0.19127517883797585,18.780330830549374,0.07633919178474814,-0.1450789458903479,-7.0,0.49680651005666093,31.63877551887423,-6.088028841309832,43.19495123952255,0.12540729871694922,5.844169510334397
GUIDED_NOGPS,0.14470124244689941,23.952532422662458,31.65142234945946,-6.2499593802720055,43.178432979445596,10.30057235717979,35.79878086704409,-8.237817998266378,40.840330196416204,0.9088064013850907,0.008481173958451771,19.10360539151337,0.07292010129785706,-0.14190681057989052,-7.0,0.4964928458254559,31.72894525013647,-6.229830302431489,43.6988730244173,0.7112104007843831,3.896113006889598
GUIDED_NOGPS,0.17921209335327148,28.986606587513304,31.672149853545516,-6.211534549127416,43.33786864495249,10.366464602676254,35.786206592753516,-8.234924475622389,40.84301977187517,0.9869886953281706,-0.05312691891165168,19.325779492382836,0.07683213270102604,-0.16153738238577306,-7.0,0.49625772669038404,31.72894525013647,-6.229830302431489,43.6988730244173,0.7112104007843831,4.068000345428845
GUIDED_NOGPS,0.22244620323181152,23.133712432503984,31.91484394237304,-6.185881192007843,43.596959900900615,10.358660216290236,35.7697071654055,-8.231127718406736,40.846574463841634,1.0108444116649093,0.06867413700989321,19.47399288982482,0.0758341544595794,-0.1313033549151712,-7.0,0.49587442184441155,32.83877817384379,-6.293687672556574,44.19715097662344,1.1072197634143175,1.8334649444186344
GUIDED_NOGPS,0.2671220302581787,22.386575433128023,31.476704635513123,-6.156313039060702,44.009102056067846,10.313622317502631,35.74881916686615,-8.226321087394515,40.851107589101424,0.8637120517416385,0.08557458633744351,19.40720217747856,0.07699120044665604,-0.20936579502549313,-7.0,0.4952630082995504,29.44807898457468,-5.940188076574129,45.255662015358666,1.2965492515108703,-0.9167324722093172
GUIDED_NOGPS,0.3030104637145996,27.87413024263489,31.038565328653213,-6.126744886113562,44.42124421123507,10.19965426580585,35.72310253281721,-8.220403317412066,40.856729942163355,0.7961209266020154,0.3328923210890202,19.37896276035514,0.07831780823811654,-0.2352429360971905,-7.0,0.49465322859639244,29.44807898457468,-5.940188076574129,45.255662015358666,1.2965492515108703,-1.6615776058793874
GUIDED_NOGPS,0.33963847160339355,27.313423893932093,30.613175514211992,-5.974651671079168,44.78154854038213,10.02956129427082,35.69214020157087,-8.213278436524178,40.86354981308449,0.8394654137966221,0.31328498241602926,19.223099551042743,0.09536061679499176,-0.24745413387329906,-7.0,0.49412300190905356,29.60199617793036,-5.469364227259524,45.50039467015259,1.3911409252246907,-3.0939720937064457
GUIDED_NOGPS,0.38675880432128906,21.226449660421665,30.187785699770767,-5.822558456044776,45.14185286952919,9.815533137240221,35.655537762884606,-8.204855685221276,40.87167300529544,0.8417861840105455,-0.056340949802965806,19.052998812405452,0.09890758144129724,-0.25784757387627616,-7.0,0.49359473020364936,29.60199617793036,-5.469364227259524,45.50039467015259,1.3911409252246907,-4.469070802020421
GUIDED_NOGPS,0.4202849864959717,29.834435861323318,29.428737105304304,-5.611303269254759,45.53087331157826,9.530048013218416,35.61292310677592,-8.195049435606636,40.88120285342564,0.7129012614243453,-0.15979163530221363,18.79135304832248,0.11235057086911257,-0.32260095407122386,-6.3078856906177965,0.4930254943127711,29.043535201511464,-5.23741173860649,46.14225318686877,1.395214872125923,-6.703606203030632
GUIDED_NOGPS,0.4584941864013672,26.181346050611104,29.23925225193235,-5.438093828947008,45.81190425428141,9.199255338706378,35.56394607233722,-8.183779110583576,40.89224024112862,0.5696666983613302,-0.3899280291966232,18.519649830686667,0.11514408637076606,-0.27006465383553396,-5.289365449770285,0.4926205039802708,28.500654717714912,-5.074140875035376,46.66081672887442,1.313171290050032,-7.62033867523995
GUIDED_NOGPS,0.49651288986206055,26.30828770173557,29.0497673985604,-5.264884388639257,46.092935196984556,8.84108171817219,35.50827809655052,-8.170969103042653,40.904883618907284,0.4038426186398202,-0.5899081774100745,18.150529332466252,0.12067845732766573,-0.2747779306755834,-4.6633572579386176,0.4922179226328841,28.500654717714912,-5.074140875035376,46.66081672887442,1.313171290050032,-8.708958485988513
GUIDED_NOGPS,0.5325007438659668,27.81018306712019,28.678287942964165,-5.161301420862328,46.40260947150643,8.43444404079872,35.44561186310234,-8.156548695048865,40.91922902193921,0.35298588385355145,-0.9207762011838322,17.855017782931064,0.11789123020037923,-0.30793799897424945,-3.2758559775315046,0.49177492932564915,27.744598899949164,-4.951449388374882,47.04876604276193,0.839756169691151,-9.625690958197831
GUIDED_NOGPS,0.571753740310669,25.475916860020167,28.306808487367924,-5.0577184530854,46.71228374602829,8.039784236079178,35.37566095119846,-8.140451977028857,40.93537008790188,0.3034637039980798,-0.9110264263087564,17.46023284890433,0.12017795035365303,-0.3163865699851227,-3.583562548406695,0.4913346295128104,27.744598899949164,-4.951449388374882,47.04876604276193,0.839756169691151,-9.625690958197831
GUIDED_NOGPS,0.6064634323120117,28.817324868771813,27.911144385894566,-4.896575109098928,46.90505419702497,7.600363921161424,35.29815948437873,-8.122617766958106,40.95339807479803,0.24474872985000565,-0.9810998983248559,17.086641991872142,0.13226869260014146,-0.33531611578658693,-1.8673023292006956,0.4910725158166596,27.065214694144686,-4.431695018674127,47.106105441852144,0.3462403180387387,-10.255944532841736
GUIDED_NOGPS,0.648066520690918,24.043704319412996,27.49660763786439,-4.735801326086132,47.020293897027614,7.171689869178677,35.21286177933187,-8.102989529548134,40.97340187878087,0.25745154768490713,-0.9677495465401256,16.617428486459776,0.13486509943907585,-0.34389383698897363,-2.629765294541503,0.4909296619726299,26.427970977564016,-4.2702719599714,47.23701522888767,-0.07904662518632007,-10.943493886998723
GUIDED_NOGPS,0.6893787384033203,24.211643143706524,26.98044674980298,-4.509934854247299,47.138477095326515,6.6541374349034905,35.11954199471026,-8.0815152954337,40.99546805197938,0.28367488506440747,-0.9316274507842784,16.235235006167958,0.14803210325993296,-0.3706080648203401,-1.0002219259884733,0.4907854864349793,25.91985027740788,-3.944808515841209,47.25173272036892,-0.4857462548222586,-11.745634800181877
GUIDED_NOGPS,0.7214088439941406,31.229926137717417,26.508457585726518,-4.225545163334325,47.20532535607399,6.12410861794941,35.01799377994478,-8.058147580360002,41.01968082032361,0.27728108094933507,-0.852599707487998,15.831628882828149,0.168791362453924,-0.39052418140875167,1.4364371410228323,0.4907215331963744,25.38465307956685,-3.529500933810013,47.38300734649929,-0.9503449960677568,-11.802930579694959
GUIDED_NOGPS,0.7621114253997803,24.57379219835718,26.036468421650056,-3.941155472421351,47.27217361682146,5.679028676625955,34.90802992405959,-8.032843304369873,41.046122101369924,0.30998744178994114,-0.7849511660706644,15.315780553310228,0.17204234941268814,-0.39499147331769896,-0.8930354364677022,0.4906609227268227,25.38465307956685,-3.529500933810013,47.38300734649929,-0.9503449960677568,-12.662367272391194
GUIDED_NOGPS,0.8065073490142822,22.527010043503946,25.501445139990164,-3.6479898008259566,47.36857970950807,5.130707916868098,34.789482004486906,-8.005563710990984,41.07487152212632,0.34973396675668494,-0.6616332745448479,14.732043558536965,0.18035527203806984,-0.4138746978941636,0.31813090510914144,0.4905594377189274,24.390098285845234,-2.9658666606971558,47.588135905285164,-1.9016121416541285,-11.974817918234207
