Mode,Time,Freq,North-Vision,East-Vision,Down-Vision,Yaw-Vision,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,zGyro
GUIDED_NOGPS,0.040854454040527344,24.49085600840827,242.4358018989198,-59.78885806771408,18.0522542582668,0.0035059419255033136,300,0,50,1.0251517369853822,-0.2708787124173737,113.2177757576433,-1.355614376004171,1.3051738569851536,-0.0007011883851006628,0.504036146647173,4.469070802020421
GUIDED_NOGPS,0.07839107513427734,26.666734483679413,241.90230932960446,-60.01871175505512,18.24391786123076,0.1720929510542989,300,0,50,0.9710359347479595,-0.3544861242325742,113.35150403140298,-1.2195413757436724,1.1812834345042131,-0.03441859021085978,0.5032445344070329,4.354479242994256
GUIDED_NOGPS,0.1289827823638916,19.76291870650376,241.61982767065737,-60.342868261020534,18.286596691017078,0.34918459468103896,300,0,50,0.741626582474186,-0.2925665640641476,113.61751257881829,-1.2382265410197186,1.197850717307725,-0.06983691893620779,0.5032924736728821,4.984732817638163
GUIDED_NOGPS,0.16446375846862793,28.189610791120312,242.11969507997364,-61.48892643101547,18.71579261711304,0.5879715541906086,300,0,50,0.4213692575760431,-0.20593567296330575,113.75977175885133,-1.2724432413696865,1.1940666874087875,-0.11759431083812173,0.5032714521766165,4.870141258611998
GUIDED_NOGPS,0.2076404094696045,23.16424768595224,242.0896015414699,-62.63996743744905,19.084913000655856,0.7619203910713827,300,0,50,-0.23005459170692816,-0.044681016476960676,113.98830305829078,-1.305811952314661,1.2062801806215344,-0.15238407821427655,0.5032787916725917,5.156620156177409
GUIDED_NOGPS,0.25461411476135254,21.29272069163329,242.20494049319683,-63.93855112979359,19.7487709693791,0.9708285766966047,300,0,50,-0.8142598813251594,0.1198259573126476,114.21656115016343,-1.3439168079169828,1.214503103448978,-0.19416571533932095,0.5032492665698514,4.8128454790989155
GUIDED_NOGPS,0.29229164123535156,26.548748298889134,242.2231063472851,-65.14564190355024,20.426761399180304,1.1982955115047575,300,0,50,-1.1515765108099083,0.31146409667198616,114.38668067182094,-1.3782883024616586,1.2230133758087325,-0.23965910230095153,0.503210866411078,4.92743703812508
GUIDED_NOGPS,0.33013391494750977,26.4298028935827,242.36978740259042,-66.60505961128432,21.284499992122026,1.3750436876084264,300,0,50,-1.376004040496951,0.36129790390833966,114.54693740031695,-1.4182084216302315,1.2284765354734313,-0.2750087375216853,0.5031531622207698,4.755549699585833
GUIDED_NOGPS,0.3659353256225586,27.94116393093157,241.86776500429974,-67.91435598244773,22.087789679380894,1.5363436391073555,300,0,50,-1.5613740939106275,0.5078223236346266,114.70984424221092,-1.453929912402521,1.248635731626694,-0.30726872782147113,0.5031030442369899,3.9534087864026803
GUIDED_NOGPS,0.4055910110473633,25.220249297985053,241.65019611879907,-68.92358755762378,22.756324899560003,1.6688334192822973,300,0,50,-1.7021465338604118,0.5257278779872266,114.8343039492669,-1.483960542791791,1.2614137597698338,-0.33376668385645947,0.5030742998718961,3.380450991271857
GUIDED_NOGPS,0.44457197189331055,25.66202491373192,241.16042560100132,-69.85756548044537,23.389764629521782,1.8066388852160444,300,0,50,-1.7610735640378736,0.6366007379584568,114.90457293544799,-1.5132433655632997,1.2809555496855516,-0.3613277770432089,0.5030418081412266,3.151267873219528
GUIDED_NOGPS,0.48540234565734863,24.49614829783382,241.1267941456515,-70.91550546947582,24.09007021490041,1.9346144949972606,300,0,50,-1.7864846425146714,0.7255095238279244,115.05855272009676,-1.5462560927214704,1.2901731059663537,-0.38692289899945215,0.503003544183063,3.151267873219528
GUIDED_NOGPS,0.5234918594360352,26.25887597117618,241.00331950540073,-72.10891754103845,25.064813778935164,2.0730406080388266,300,0,50,-1.7298335594347047,0.7866777098267967,115.16974819978456,-1.581706496351305,1.3018960062426206,-0.41460812160776533,0.5029260365362136,3.151267873219528
GUIDED_NOGPS,0.5668158531188965,23.087488302966918,241.0050145429716,-73.18262953939738,26.05083171804837,2.203228331937929,300,0,50,-1.6051405587298941,0.7572856982809394,115.29099771793064,-1.6152009483233212,1.3117432943066276,-0.4406456663875858,0.5028612492775437,3.323155211758775
GUIDED_NOGPS,0.6073548793792725,24.66990947964027,241.58932772951556,-74.34315358080318,27.14804195595933,2.3586287404716284,300,0,50,-1.4117968997904622,0.6382054055265868,115.43813365303104,-1.650864176060133,1.308111191949809,-0.4717257480943257,0.5027751477612151,3.666929888837269
GUIDED_NOGPS,0.6402924060821533,30.369079942944442,241.73942581724924,-74.93415487698582,27.956493150694673,2.5162897574177383,300,0,50,-1.217162335097898,0.564412041733769,115.5552167557834,-1.671470622440609,1.3137449540766009,-0.5032579514835477,0.5027184235413811,3.9534087864026803
GUIDED_NOGPS,0.6732358932495117,30.363144102274536,241.6451749916329,-75.50497127061057,28.675833423126235,2.6452110169727727,300,0,50,-1.1230689020398619,0.5444591381774577,115.61761736404064,-1.692774879045405,1.3240672747605775,-0.5290422033945545,0.5026703701022752,4.1252961249419275
GUIDED_NOGPS,0.7125880718231201,25.41540326001333,241.48139342493383,-75.75334082135561,29.176619286185723,2.7986262929432986,300,0,50,-0.8497692877681152,0.49070704351333827,115.7998194903399,-1.7085588875212123,1.3366789749121677,-0.5597252585886597,0.5026539477773017,5.099324376664327
GUIDED_NOGPS,0.7500057220458984,26.73131683938154,241.70906299989693,-76.4629654592566,29.779245515063504,2.9874645313297306,300,0,50,-0.6138853430479928,0.39006714094010936,115.95221467110123,-1.73547951940334,1.3398436031545173,-0.5974929062659461,0.5026130887500523,5.213915935690491
GUIDED_NOGPS,0.7807528972625732,32.53315131395241,241.3634811555934,-77.13118307684705,30.454221769849486,3.1645057647758468,300,0,50,-0.4384532682375375,0.30900602898357493,116.07443407610944,-1.7585761691253363,1.3556693450522839,-0.6329011529551694,0.5025575522356444,5.67228217179515
GUIDED_NOGPS,0.8216578960418701,24.45301851042122,241.2281790201063,-77.76820015157551,31.054571359256,3.334730348144492,300,0,50,0.031264630636778014,0.12127795948065712,116.41614844028517,-1.7834324483694617,1.3672079009757299,-0.6669460696288985,0.5025282064103219,6.016056848873644
GUIDED_NOGPS,0.8668520450592041,22.1289760946296,241.78965586055233,-78.87538809303415,31.840044577954234,3.5778076408796933,300,0,50,0.3736314112803844,-0.031045904500778935,116.78660424048833,-1.8207532911835769,1.3649519661273024,-0.7155615281759387,0.5024716367693638,6.531718864491385
GUIDED_NOGPS,0.9070487022399902,24.88270854220677,242.3660626932493,-80.06589329131889,32.551313374111196,3.8618694793673445,300,0,50,0.5879666427776455,-0.1741962107770796,117.04820048569981,-1.8579457094293244,1.3624880494486644,-0.7723738958734689,0.5024211715763458,6.990085100596044
GUIDED_NOGPS,0.9393846988677979,30.93190165046682,242.41708768375207,-81.3902005815737,33.22896139865393,4.1242393444834615,300,0,50,0.734783800142891,-0.17166458515295852,117.22558049844504,-1.896102506066366,1.3702069397606929,-0.8248478688966924,0.5023664971817057,7.047380880109126
GUIDED_NOGPS,0.9860007762908936,21.456545204344202,242.4715448521751,-82.16902233107491,33.60585932186569,4.336850289166228,300,0,50,0.9970205356716267,-0.28810244847216243,117.59747063837389,-1.9245388271194157,1.3798500989635587,-0.8673700578332456,0.5023644656243287,6.818197762056797
GUIDED_NOGPS,1.0303215980529785,22.567250266332362,243.42379116790943,-83.7720125063206,34.18782618176919,4.63693690396515,300,0,50,1.0705184937828414,-0.2874623316808853,117.85934009115219,-1.9733977448080413,1.368811591235835,-0.9273873807930301,0.5023222957094298,6.531718864491385
GUIDED_NOGPS,1.069889783859253,25.277398436699592,243.19900137875976,-85.26074626756439,34.83984716389737,4.900899965152626,300,0,50,0.9837168212723228,-0.3756420215368804,118.09462644768078,-2.0168247440747704,1.3850212884509387,-0.9801799930305253,0.5022717685251145,5.729577951308232
GUIDED_NOGPS,1.1105382442474365,24.62659996711994,242.95146576627545,-86.80316097221028,35.433737984100965,5.113769377872773,300,0,50,0.8873152645224984,-0.45123735465139153,118.27043551691692,-2.0617214647254603,1.3992039893759054,-1.0227538755745547,0.5022316737058855,5.271211715203574
GUIDED_NOGPS,1.154554843902588,22.71279654729865,243.36061359184023,-87.99552579624041,36.00779515153308,5.304823070028757,300,0,50,0.5920337536241237,-0.577703536497761,118.47698043741809,-2.1000417110361935,1.399536585776698,-1.0609646140057514,0.5021947115805112,4.297183463481175
GUIDED_NOGPS,1.201937198638916,21.108726723704077,243.4793440306311,-89.74335120452291,36.3549505468273,5.494270677695656,300,0,50,0.42868455025968544,-0.707277988025015,118.65989290339104,-2.153008753620415,1.4085458234178025,-1.0988541355391312,0.502185002956147,3.8388172273765155
GUIDED_NOGPS,1.2399277687072754,26.328435034242062,243.00772918636522,-91.55739862616065,36.524893263047765,5.68711234483103,300,0,50,0.3318874295073821,-0.7438808117045547,118.77397072290859,-2.204292582771393,1.428133522220734,-1.137422468966206,0.5021862272304574,3.6096341093241864
