Mode,Time,Freq,time2delay,actualDelay,North-Vision,East-Vision,Down-Vision,Yaw-Vision,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,northVraw,eastVraw,downVraw,N-Velocity,E-Velocity,D-Velocity,N-Acceleration,E-Acceleration,D-Acceleration,yawVraw,yawRate,Landing-State,Q-Size,N-diff,E-diff,D-diff,Y-diff
GUIDED_NOGPS,0.035576820373535156,28.13005687305505,0.033281596501668294,1599852654.8980908,0.04845757400334995,-0.010618688516503164,0.6059799119900483,0.007707789391123092,0,0,0.5,1.0427880324742955,-0.12610914437967755,0.285044097869157,0,0,0.0,0.5,0.0,0.0,0.0,-0.2631773706525564,-0.07069609127938747,1.189327146857977,0.6452635861933231,4.251622781157494,17.669542133808136,0.0,-0.07870499017757096,False,0,0,0,0,0
GUIDED_NOGPS,0.0682063102722168,30.642421408689426,0.03116300900777181,1599852654.933676,0.048765372997969784,-0.007789500529122478,0.6039407487719574,0.012756949680010374,0,0,0.5,1.043142882146019,-0.12483435360411813,0.28399152836546104,0,0,2.0928640278329307,0.5,0.0,0.0,0.0,0.10827177902683616,0.16221983823925257,1.0607625357806683,0.979870930314064,4.109234735369682,14.934344589710236,0.0,0.2882016196172599,False,0,0,0,0,0
GUIDED_NOGPS,0.1023721694946289,29.26796318393379,0.032042535146077473,1599852654.967013,0.04822568602831663,-0.0033895234909611677,0.6014270218064052,0.01973485223389953,0,0,0.5,1.0445602531205023,-0.12601586960882455,0.28693800794038105,0,0,4.093032540812346,0.5,0.0,0.0,0.0,0.06060010055080056,0.24801113177090883,1.030766498297453,-4.907150939106941,4.01681549847126,13.756617903709412,0.0,0.39785280954198343,False,0,0,0,0,0
GUIDED_NOGPS,0.13924384117126465,27.134777742555297,0.032099040349324544,1599852655.0036266,0.03756751978060882,-0.0014857446205864783,0.6014617851827531,0.012182813741475304,0,0,0.5,1.0428261321232595,-0.1273596026063188,0.2897913995074332,0,0,5.911915622135862,0.5,0.0,0.0,0.0,-0.20716299768537283,0.05101471906527877,1.2410535477101803,-1.822308637201786,-5.650649592280388,16.462552547454834,0.0,-0.2018795677927363,False,0,0,0,0,0
GUIDED_NOGPS,0.17351102828979492,29.170055915653602,0.03188160260518392,1599852655.038304,0.041506554277308504,-0.0029899412278336385,0.5977627377896678,0.01139803010736505,0,0,0.5,1.0425932653612444,-0.12642898933190455,0.28812056448171885,0,0,7.468952709129846,0.5,0.0,0.0,0.0,0.31681032851338387,-0.0892861804459244,0.9342608042061329,12.514841556549072,-5.747023224830627,11.46395429968834,0.0,-0.03329970684432447,False,0,0,0,0,0
GUIDED_NOGPS,0.20694398880004883,29.909109708703248,0.03208497365315755,1599852655.0715406,0.03847486055303046,-0.0010416692521646874,0.5937346627000335,0.008852352948569934,0,0,0.5,1.043445544903615,-0.12583422926558452,0.2823853933738767,0,0,8.695180719384028,0.5,0.0,0.0,0.0,-0.08613421814516187,0.10907385731115937,0.9149386547505856,-2.497672475874424,3.9043329656124115,9.584331512451172,0.0,-0.13282255332313894,False,0,0,0,0,0
GUIDED_NOGPS,0.2405712604522705,29.73966561254733,0.03209641774495443,1599852655.1050415,0.035831651400598505,0.00415665117847323,0.6116101165590293,0.01398902389453265,0,0,0.5,1.0442644205520761,-0.12604788612055898,0.2815048592599004,0,0,9.536288510260055,0.5,0.0,0.0,0.0,-0.09016028488986194,0.2727626357227564,1.2211325578391552,-0.443162489682436,2.280663698911667,17.83198118209839,0.0,0.2719654061864933,False,0,0,0,0,0
GUIDED_NOGPS,0.27419257164001465,29.7483137460725,0.031972440083821614,1599852655.1386943,0.03700899104602095,0.0026703492811345235,0.6050544580038423,0.010856139268794723,0,0,0.5,1.043392397494136,-0.12778777008991396,0.2901607633311428,0,0,9.95502238601579,0.5,0.0,0.0,0.0,0.1523245358839631,-0.08300064946524799,0.8913343772292137,3.8876470178365707,-3.7702884525060654,13.349863886833191,0.0,-0.1508447144795184,False,0,0,0,0,0
GUIDED_NOGPS,0.3077526092529297,29.790995163043092,0.03187611897786458,1599852655.1725686,0.0406614191837425,-0.012897312803247594,0.6007986156912438,-0.0044511977592851994,0,0,0.5,1.0432930395860534,-0.12707913796352513,0.2913583676329958,0,0,9.932836109684285,0.5,0.0,0.0,0.0,0.18859609263017774,-0.42542023584246635,1.1849012225866318,3.237658739089966,-3.6947976797819138,15.919899940490723,0.0,-0.39792799498370646,False,0,0,0,0,0
GUIDED_NOGPS,0.3412947654724121,29.81577263744544,0.032110007603963216,1599852655.2057922,0.034566439800701995,-0.011030697303948884,0.5929864901360783,-0.0030758550617980282,0,0,0.5,1.0446719907464554,-0.12497650691621902,0.28575566484245485,0,0,9.470712338657458,0.5,0.0,0.0,0.0,-0.2466969657689333,0.09263401152566075,0.9156615473330021,-3.778795152902603,2.1474873647093773,14.568547904491425,0.0,0.08583426692803621,False,0,0,0,0,0
GUIDED_NOGPS,0.3747849464416504,29.85737268469084,0.03200844128926595,1599852655.2394416,0.035639034489820844,-0.013841819834152214,0.5953000392043203,0.0005959907530654384,0,0,0.5,1.0447236440520535,-0.12550403230789672,0.28683040578052693,0,0,8.589119101584899,0.5,0.0,0.0,0.0,0.14148362679407,-0.15894827665761113,1.3001359067857265,7.765005528926849,4.331124573945999,20.528841018676758,0.0,0.2211532543928148,False,0,0,0,0,0
GUIDED_NOGPS,0.40842199325561523,29.73291934271901,0.032076152165730794,1599852655.272825,0.03674683181564613,-0.01661725479768816,0.5977308624331872,0.0043166199905526744,0,0,0.5,1.0454586364397704,-0.12618854532877893,0.28682901839835173,0,0,7.327103244279351,0.5,0.0,0.0,0.0,0.14148362679407,-0.15894827665761113,1.3001359067857265,7.765005528926849,4.331124573945999,20.528841018676758,0.0,0.2211532543928148,False,0,0,0,0,0
GUIDED_NOGPS,0.4418942928314209,29.874598460081057,0.03188136418660482,1599852655.3065302,0.03804642164253794,-0.0116922759964167,0.5996029055901624,0.0014721012674852488,0,0,0.5,1.0474060941268704,-0.1253586773446224,0.2853594071488883,0,0,5.740560997021648,0.5,0.0,0.0,0.0,0.1507448498159647,0.26979795657098293,1.2637925334274769,8.985758572816849,6.184380874037743,14.899899065494537,0.0,-0.14799785961694534,False,0,0,0,0,0
GUIDED_NOGPS,0.4755256175994873,29.736081275566992,0.031919272740681966,1599852655.3399754,0.03402254345885329,-0.017035992692384823,0.5957124684197012,0.005290624079017415,0,0,0.5,1.0465938352241677,-0.1259332670085497,0.2897530597346312,0,0,3.8997622619605226,0.5,0.0,0.0,0.0,-0.14268266968429089,-0.3205103101208806,1.0984539985656738,-10.698611289262772,-5.474979057908058,18.480204045772552,0.0,0.22661946012166131,False,0,0,0,0,0
GUIDED_NOGPS,0.5114283561706543,27.84766558665746,0.0317724068959554,1599852655.3763359,0.033949707629875946,-0.022529754958022633,0.6150214810271227,0.006081069228704487,0,0,0.5,1.0458369648867658,-0.1273656857435483,0.29195374134912405,0,0,1.8862382729548939,0.5,0.0,0.0,0.0,0.03796570817939937,-0.23752558045089245,1.2526905164122581,6.861425191164017,0.3231632523238659,14.931745827198029,0.0,0.043255267848573406,False,1,0,0,0,0
GUIDED_NOGPS,0.5450403690338135,29.759922802934625,0.03209379514058431,1599852655.4094896,0.035575745756327264,-0.012378731578193768,0.6050269601880872,0.002799658379642421,0,0,0.5,1.0468595722715635,-0.12761989684671973,0.28874056423145616,0,0,-0.21082952277810635,0.5,0.0,0.0,0.0,0.1204931759275496,0.2487911144271493,0.9668966755270958,2.9463807120919228,0.19520542118698359,8.938530087471008,0.0,-0.07642095891086283,False,0,0,0,0,0
GUIDED_NOGPS,0.5814039707183838,27.493356581474465,0.0319402535756429,1599852655.446026,0.03107456248453779,-0.009520148932357366,0.6008937033970849,0.0055240274017814405,0,0,0.5,1.0484916673180793,-0.1273530925822661,0.28819780431627817,0,0,-2.298559420348432,0.5,0.0,0.0,0.0,-0.16606665449216962,0.12949762167409062,0.9964947588741779,-0.4418691620230675,4.136628657579422,9.992881119251251,0.0,0.15659167833584942,False,0,0,0,0,0
GUIDED_NOGPS,0.6147992610931396,29.941563216093318,0.0319698174794515,1599852655.479544,0.03226424031649208,-0.007925245021207505,0.5995295320545337,0.009818002331205451,0,0,0.5,1.048157735100689,-0.12734135319463014,0.2910868142526349,0,0,-4.284483301829301,0.5,0.0,0.0,0.0,0.1382431946694851,0.06226511322893202,1.1354542337357998,-0.6170026957988739,-1.632693037390709,11.646473407745361,0.0,0.24124673711606673,False,0,0,0,0,0
GUIDED_NOGPS,0.64853835105896,29.64172438162544,0.03213051160176595,1599852655.512849,0.03441153718433488,-0.013513094574519909,0.5987520474950733,0.0085727514642884,0,0,0.5,1.048180786989138,-0.12740069046304464,0.29185523721468776,0,0,-6.080642162619563,0.5,0.0,0.0,0.0,0.1886637881398201,-0.32535826321691275,1.1583896353840828,1.3187444768846035,-5.56088425219059,11.825208365917206,0.0,-0.05730101826817572,False,0,0,0,0,0
GUIDED_NOGPS,0.6817171573638916,30.136906772049578,0.03185633023579915,1599852655.5465662,0.030399874281178373,-0.013237552011960025,0.5942677650313676,0.003466522093771183,0,0,0.5,1.047601608291862,-0.12757037797523713,0.2900880058082263,0,0,-7.607481923646012,0.5,0.0,0.0,0.0,-0.14187461929395795,-0.01182348860311322,1.10103664919734,-0.08980357088148594,-1.5183537267148495,15.538705885410309,0.0,-0.26658625868913804,False,0,0,0,0,0
