Mode,Time,Freq,Sync-Freq,Kalman-Freq,Control-Freq,North-Vision,East-Vision,Down-Vision,Yaw-Vision,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,northVraw,eastVraw,downVraw,N-Velocity,E-Velocity,D-Velocity,N-Acceleration,E-Acceleration,D-Acceleration,yawVraw,yawRate,Landing-State,Q-Size,N-diff,E-diff,D-diff,Y-diff
GUIDED_NOGPS,0.03556203842163086,28.14553555850814,-6810.409179476055,28.154604159115014,29.52778677329879,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.8000762464616874,-0.06999060261156027,0.27763691779683686,0,0,0.0,0.5,0.0,0.0,0.0,0.09367753518745303,-0.031200307421386242,1.5081464312970638,3.32966186106205,1.4715461991727352,16.326403617858887,0.0,-0.14434394853482652,False,0,0,0,0,0
GUIDED_NOGPS,0.0753016471862793,25.167887766796877,-141.1897137137766,24.747492388662057,24.801196804579078,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.8000134940986879,-0.07024139862014668,0.2789990602885784,0,0,2.0928640278329307,0.5,0.0,0.0,0.0,-0.11881600366905332,-0.04590347525663674,1.876368559896946,-1.8691010773181915,1.589636318385601,22.597406804561615,0.0,0.10614838343777806,False,0,0,0,0,0
GUIDED_NOGPS,0.10891199111938477,29.753589467113105,-5967.424831641832,29.862899780708,29.957174487536605,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.7987768563329454,-0.06993318633384986,0.2786299899495597,0,0,4.093032540812346,0.5,0.0,0.0,0.0,-0.1398543012328446,-0.0911563285626471,1.6609078273177147,-5.091789364814758,-2.403411455452442,17.986372113227844,0.0,0.16837262073599749,False,0,0,0,0,0
GUIDED_NOGPS,0.14205574989318848,30.171158923009415,-5891.979771492773,29.85758522747496,29.861198917841378,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.7995935441864379,-0.07041023235869293,0.27815803988616766,0,0,5.911915622135862,0.5,0.0,0.0,0.0,0.11925556464120746,-0.04475371970329434,2.000039257109165,4.5915476977825165,-0.3765363711863756,19.227425754070282,0.0,0.04310193877284522,False,0,0,0,0,0
GUIDED_NOGPS,0.20080184936523438,17.025032371195117,-8006.434207177369,29.897383990305794,17.074587007319476,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.798642760509631,-0.07120125364194503,0.27921418456700736,0,0,7.468952709129846,0.5,0.0,0.0,0.0,0.1553377485834062,-0.07688795449212193,1.9984245300292969,4.7988686710596085,-2.251521870493889,23.377591371536255,0.0,-0.005387118274755828,False,0,0,0,0,0
GUIDED_NOGPS,0.21956729888916016,53.29077833964374,-93.26921138302981,22.704067381913845,52.84894914570838,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.7985594642182686,-0.07111897120678753,0.2789238214860025,0,0,8.695180719384028,0.5,0.0,0.0,0.0,-0.06783883436582983,0.06740792887285352,1.8941190093755722,-0.19430331885814667,0.015214201994240284,28.009316325187683,0.0,0.23390086866371804,False,0,0,0,0,0
GUIDED_NOGPS,0.25597381591796875,27.4708479061055,-327.76023297369665,27.49515886906986,27.494437925677314,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.7994172932893399,-0.06966937027715811,0.2762296320235498,0,0,9.536288510260055,0.5,0.0,0.0,0.0,-0.09879170684143901,-0.0046939036110416055,1.941702701151371,-0.029857532354071736,1.6498805955052376,20.26868164539337,0.0,-0.1454328567793411,False,0,0,0,0,0
GUIDED_NOGPS,0.29002976417541504,29.371465385638857,-1655.2978320353598,29.46845403704016,29.45210692994221,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.7985580234752405,-0.07037159910120004,0.278573454125922,0,0,9.95502238601579,0.5,0.0,0.0,0.0,-0.23678925354033709,5.559559212997556e-06,1.8465396016836166,-1.3179052621126175,1.6697842627763748,19.844770431518555,0.0,-0.19795513052667474,False,0,0,0,0,0
GUIDED_NOGPS,0.32385993003845215,29.835284744846422,-5476.545961002772,29.84462565284834,29.838256217631326,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.7984333725228878,-0.07003681311016365,0.2804825987206463,0,0,9.932836109684285,0.5,0.0,0.0,0.0,-0.180563994217664,0.11175904655829072,1.904265210032463,2.4819234386086464,-2.0303772762417793,21.795664727687836,0.0,-0.13022589415955726,False,0,0,0,0,0
GUIDED_NOGPS,0.356947660446167,29.94797683734015,-6308.488920084209,29.870981526058657,29.89866271278264,0.1019553081222437,0.13968011772868702,0.697408126634759,0.14558995789379806,0,0,0.5,0.7985150146278106,-0.0692712983145933,0.2801638476659036,0,0,9.470712338657458,0.5,0.0,0.0,0.0,-0.05083882715553045,-0.11993298539891839,1.9673505797982216,1.163218729197979,-0.028530939016491175,26.506242156028748,0.0,0.10671562264421969,False,0,0,0,0,0
