Mode,Time,Freq,North-Vision,East-Vision,Down-Vision,Yaw-Vision,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control,northVraw,eastVraw,downVraw,N-Velocity,E-Velocity,D-Velocity,yawVraw,yawRate,Q-Size
GUIDED_NOGPS,0.004596233367919922,218.66972524894427,-4.437860017773422,4.7151708147000235,73.62103470730523,9.916756980237702,-7.329803520824678,14.621975606732482,75.8839123894864,1.3637815236989188,-0.3256566161174644,2.372431843814667,3.2513671938523383,4.62910481310812,10.0,0.5045257553643624,-3.4882369904133665,14.377893256671548,80.82823806475598,-33.35018754005432,12.087355554103851,30.629727244377136,6.121640559190883,-11.525094719618497,1
GUIDED_NOGPS,0.021950721740722656,57.63148204127621,-13.729374319311061,12.189617964954069,81.16710735610734,7.653809439148434,-7.329701291893697,14.622399289707095,75.88368529399246,1.3626381073431764,-0.44512652313919865,2.546246070926329,-3.4316146422727987,-4.497112512150316,-10.0,0.48943315587577024,-14.96680164081154,17.369688762883005,79.51013205489966,-31.886586546897888,12.201762199401855,42.04280376434326,5.251505917926766,-10.165622404955622,0
GUIDED_NOGPS,0.030662059783935547,114.86837925179383,-15.062120465219971,13.137466178700706,81.30856709277745,7.11052735671054,-7.328999519245691,14.62530775329129,75.88211395180363,1.3625392830436227,-0.4723043260943554,2.675861503588603,-1.2359606472234397,-3.1199741179716183,-5.518719384138314,0.4891470937180524,-21.27114152670019,18.31584190924174,78.23064858443126,-31.886586546897888,12.201762199401855,42.04280376434326,4.711460259179031,-10.165622404955622,0
GUIDED_NOGPS,0.06226086616516113,31.651541334943214,-16.24902619354742,13.921949616610267,81.42595359079678,6.676463631207831,-7.327136266010913,14.633029918292866,75.87790417868123,1.42102320469868,-0.5724373539259753,2.9951039050647643,-0.2843841022875281,-1.4168802913179097,1.2685320550417458,0.48890390117576893,-23.50497842571021,19.100655128449002,78.68816240461888,-33.46950709819794,11.984286457300186,46.17258608341217,4.195570106435383,-8.646927281682348,0
GUIDED_NOGPS,0.09613847732543945,29.52342204734386,-17.949744432922724,14.808489868675764,82.26649570964523,6.127818567458663,-7.323589761795236,14.647728237459074,75.86981572764586,1.5737735552968453,-0.5522513701642373,3.3576644334742043,-0.33447100921180895,-1.7957342226152535,0.43832330278396325,0.4872066400360013,-24.999719715031496,18.779418126025664,78.71741681403132,-31.886595487594604,13.933975994586945,48.93594682216644,4.021437404796845,-10.380119373197994,0
GUIDED_NOGPS,0.1309645175933838,28.719847715040878,-17.54846931000711,14.910762305133469,83.92242708766099,5.670544849469632,-7.3178774575866115,14.671402612372171,75.85666154501519,1.4366558001615468,-0.6796610252505676,3.7543526424018476,-0.011253307199881074,-0.4912776195347642,0.7622385585368403,0.48386846891470836,-5.224448401640737,11.659414994339189,86.68619237553155,-29.412221908569336,14.93736207485199,45.76636850833893,4.719776874619101,-12.375589021294838,0
GUIDED_NOGPS,0.1641697883605957,30.119377262021025,-17.33987082472381,15.014557694363365,85.50728830866929,5.271166946343274,-7.30955508066153,14.70589431034495,75.83730702644179,1.3194785688646888,-1.1198933976843348,4.167451448027505,-0.006268944952701777,-0.5852706103237809,0.7716807531817631,0.48066003743554503,-5.224448401640737,11.659414994339189,86.68619237553155,-34.1486394405365,13.712936639785767,49.84859228134155,4.719776874619101,-10.982643657057023,0
GUIDED_NOGPS,0.19809341430664062,29.481917802441888,-17.431117861849206,15.15853332157434,87.05454938950514,4.86536161015885,-7.29821568949147,14.752889881316289,75.81066927295095,0.9455655190027472,-1.4735798028146356,4.546774541320625,-0.01594865447418442,-0.7739453465588733,0.5259620292922169,0.4775122397668916,-7.753009060929406,12.059258306676183,87.40676574459667,-34.65659320354462,14.089849591255188,53.247618675231934,4.240968750752634,-11.386844860628269,0
GUIDED_NOGPS,0.23122549057006836,30.188314212094603,-19.843341382896266,15.92509469922404,88.34458978902184,4.268586142939233,-7.283488728649358,14.813925074746692,75.77571634697846,0.6832172059306171,-1.8633643980386887,4.849976883861246,-0.3170140626117622,-2.375816186073289,-1.0447543860231767,0.47486225311591324,-36.41001189654919,19.801802329807714,83.84073611056243,-34.84372794628143,13.485555350780487,60.54171323776245,1.5332516427569352,-11.266198106676455,0
GUIDED_NOGPS,0.26555705070495605,29.130550134390866,-22.063068154600494,16.600239699663135,89.48294175323754,3.658511140883526,-7.265039083716023,14.890388756513827,75.73146652840838,0.6446932314644526,-1.9220419128680335,5.229517689434161,-0.3028064093392703,-2.3720872689049517,-1.3812896108551636,0.47249704955034166,-37.3435216015659,19.49260864767681,84.47803450994516,-34.193894267082214,14.413626492023468,53.461164236068726,1.2039399573034952,-14.230467763063432,0
