adaptiveThreshWinSizeMin,adaptiveThreshWinSizeMax,adaptiveThreshWinSizeStep,foundA,foundB,Total Found,Thresh1,Thresh2,Cam A Imgs,Cam B Imgs
3,6,3,49,46,95,3,6,73,73
3,7,3,49,46,95,3,6,73,73
3,7,4,49,46,95,3,7,73,73
3,8,3,49,46,95,3,6,73,73
3,8,4,49,46,95,3,7,73,73
3,8,5,49,47,96,3,8,73,73
3,9,4,49,46,95,3,7,73,73
3,9,5,49,47,96,3,8,73,73
3,9,6,49,47,96,3,9,73,73
3,10,4,49,46,95,3,7,73,73
3,10,5,49,47,96,3,8,73,73
3,10,6,49,47,96,3,9,73,73
3,10,7,50,47,97,3,10,73,73
3,11,5,49,47,96,3,8,73,73
3,11,6,49,47,96,3,9,73,73
3,11,7,50,47,97,3,10,73,73
3,11,8,50,47,97,3,11,73,73
3,12,5,49,47,96,3,8,73,73
3,12,6,49,47,96,3,9,73,73
3,12,7,50,47,97,3,10,73,73
3,12,8,50,47,97,3,11,73,73
3,12,9,50,47,97,3,12,73,73
3,13,6,49,47,96,3,9,73,73
3,13,7,50,47,97,3,10,73,73
3,13,8,50,47,97,3,11,73,73
3,13,9,50,47,97,3,12,73,73
3,13,10,50,47,97,3,13,73,73
3,14,6,49,47,96,3,9,73,73
3,14,7,50,47,97,3,10,73,73
3,14,8,50,47,97,3,11,73,73
3,14,9,50,47,97,3,12,73,73
3,14,10,50,47,97,3,13,73,73
3,14,11,48,45,93,3,14,73,73
3,15,7,50,47,97,3,10,73,73
3,15,8,50,47,97,3,11,73,73
3,15,9,50,47,97,3,12,73,73
3,15,10,50,47,97,3,13,73,73
3,15,11,48,45,93,3,14,73,73
3,15,12,48,45,93,3,15,73,73
3,16,7,50,47,97,3,10,73,73
3,16,8,50,47,97,3,11,73,73
3,16,9,50,47,97,3,12,73,73
3,16,10,50,47,97,3,13,73,73
3,16,11,48,45,93,3,14,73,73
3,16,12,48,45,93,3,15,73,73
3,16,13,47,43,90,3,16,73,73
3,17,8,50,47,97,3,11,73,73
3,17,9,50,47,97,3,12,73,73
3,17,10,50,47,97,3,13,73,73
3,17,11,48,45,93,3,14,73,73
3,17,12,48,45,93,3,15,73,73
3,17,13,47,43,90,3,16,73,73
3,17,14,47,43,90,3,17,73,73
3,18,8,50,47,97,3,11,73,73
3,18,9,50,47,97,3,12,73,73
3,18,10,50,47,97,3,13,73,73
3,18,11,48,45,93,3,14,73,73
3,18,12,48,45,93,3,15,73,73
3,18,13,47,43,90,3,16,73,73
3,18,14,47,43,90,3,17,73,73
3,18,15,44,40,84,3,18,73,73
3,19,9,50,47,97,3,12,73,73
3,19,10,50,47,97,3,13,73,73
3,19,11,48,45,93,3,14,73,73
3,19,12,48,45,93,3,15,73,73
3,19,13,47,43,90,3,16,73,73
3,19,14,47,43,90,3,17,73,73
3,19,15,44,40,84,3,18,73,73
3,19,16,44,40,84,3,19,73,73
3,20,9,50,47,97,3,12,73,73
3,20,10,50,47,97,3,13,73,73
3,20,11,48,45,93,3,14,73,73
3,20,12,48,45,93,3,15,73,73
3,20,13,47,43,90,3,16,73,73
3,20,14,47,43,90,3,17,73,73
3,20,15,44,40,84,3,18,73,73
3,20,16,44,40,84,3,19,73,73
3,20,17,45,37,82,3,20,73,73
3,21,10,50,47,97,3,13,73,73
