Mode,Time,Freq,North-Vision,East-Vision,Down-Vision,Yaw-Vision,North-Desired,East-Desired,Down-Desired,Roll-UAV,Pitch-UAV,Yaw-UAV,Roll-Control,Pitch-Control,Yaw-Control,Thrust-Control
GUIDED_NOGPS,0.03530406951904297,28.69057602725202,348.89889872689486,35.34355397062955,54.71280820652707,4.222425438848518,300,0,50,0.737219029386265,-0.76897268555936,76.36875492126276,0.16308867002166583,-1.1281910649846514,-2.111212719424259,0.5
GUIDED_NOGPS,0.06786251068115234,30.959756709675514,339.9047840624821,35.30466005767536,53.214486625864964,8.949028192710912,300,0,50,0.8392221416682932,-0.7554435749174457,76.36581793991967,0.14260697353399596,-0.7796895880533604,-4.474514096355456,0.5
GUIDED_NOGPS,0.09961152076721191,31.675683840077333,350.6856654919196,37.24221275767955,54.7721382435139,3.2004604171665108,300,0,50,0.8928387531269232,-0.8222080337240857,76.40060409336255,0.15230728392225093,-1.0611803738206909,-1.6002302085832554,0.5
GUIDED_NOGPS,0.1347341537475586,28.742283866016116,358.4214891776379,38.678988239226854,56.32136469143568,-5.421753649475207,300,0,50,1.016018279961194,-0.9236035793351002,76.40039918768744,0.15847553012022642,-1.2104177860667482,2.7108768247376034,0.5
GUIDED_NOGPS,0.16994047164916992,28.667240790103204,347.60187255673395,38.60396023521291,54.999993608729994,0.9760712069952717,300,0,50,0.9887630504084929,-1.1369605463163157,76.37660963880829,0.15812713160606046,-0.9462193116539557,-0.48803560349763586,0.5
GUIDED_NOGPS,0.2015995979309082,32.504913357512635,323.230588534834,36.813514341170176,50.49912988295893,17.0060336885106,300,0,50,0.9859613921883184,-1.3335598576123164,76.37731997848196,0.1505432200931997,-0.41330843877979284,-8.5030168442553,0.5000699335266242
GUIDED_NOGPS,0.23502540588378906,30.191139103833002,349.67987839518645,40.527290393033624,53.698114469598444,-3.048556611836105,300,0,50,1.0599966940881427,-1.4698827494829547,76.26473114020348,0.16956522617749809,-1.1037426946482476,1.5242783059180525,0.5
GUIDED_NOGPS,0.26962971687316895,29.044214083414698,364.4729216959345,43.32490425274549,54.979232288716055,-4.579837907898124,300,0,50,1.1557661915354764,-1.5980496484326572,76.19698249382611,0.1810757517749286,-1.3707519535803583,2.289918953949062,0.5
GUIDED_NOGPS,0.30156683921813965,31.492788118603727,353.2992772380503,43.119745286461956,52.207626511088556,-9.62199692806061,300,0,50,1.2995028268633404,-1.630761985688787,76.06833588080893,0.17934829932945032,-1.0749758630722017,4.810998464030305,0.5
GUIDED_NOGPS,0.33547163009643555,29.62685860804826,355.0046584534487,44.915382299621974,52.127566346319064,7.979764577254386,300,0,50,1.392225312888908,-1.688848048824691,75.96114289197475,0.18863253362666407,-1.1546927068768216,-3.989882288627193,0.5
GUIDED_NOGPS,0.3691902160644531,31.050058482995514,340.8842846562645,44.7356503294053,49.21540434823109,10.945878986690843,300,0,50,1.493835369128543,-1.8071609057927693,75.72279661069798,0.18761121663648164,-0.827645107496898,-5.472939493345422,0.5001309493897907
GUIDED_NOGPS,0.400104284286499,32.699280418495505,354.30798278788956,48.44222626126408,49.80736054272093,-0.3020816298501927,300,0,50,1.4921049833910027,-1.9257502787005272,75.61015313090613,0.20579143543205192,-1.186758247576124,0.15104081492509636,0.5
GUIDED_NOGPS,0.43407678604125977,29.724701463449204,363.47750092016526,51.424221091376744,50.81826148641439,-8.087219544769795,300,0,50,1.5377508174490806,-1.9924869898636641,75.40429122932196,0.21821366006983078,-1.3617985999160371,4.043609772384897,0.5
GUIDED_NOGPS,0.4663665294647217,31.45853834153366,351.01742424986554,51.93054050978607,48.38430444206575,1.6137489876654456,300,0,50,1.5589756302948952,-2.0611487471556864,75.24091993456442,0.21978274751802804,-1.05074319234374,-0.8068744938327228,0.5002024992305456
GUIDED_NOGPS,0.5002281665802002,31.030073463590025,353.70924452392757,53.98713156943723,48.315929539285,-22.79108938510187,300,0,50,1.5515619935593752,-2.0708121841707854,74.95500821590768,0.23000008892201912,-1.15765554680774,10.0,0.5001356383490707
GUIDED_NOGPS,0.5336523056030273,30.10013994043561,342.406589803711,54.713175297745295,46.51273238664525,8.105159352650944,300,0,50,1.6050678812482568,-2.051786265350892,74.78546243014046,0.23323490638962424,-0.8955194841469913,-4.052579676325472,0.5003693533762282
GUIDED_NOGPS,0.5651059150695801,31.95124626729234,360.7509543630295,60.21595924581502,47.97507949021563,-2.3399283261372688,300,0,50,1.6303607120750487,-1.9653113747034758,74.61361487062294,0.25946886397062824,-1.3590291555820602,1.1699641630686344,0.5001266474456398
